match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,7.083333333333333,1,2,11,0,0,1,0,0,0,2,1,2,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.785,4.915,1,112.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,7.466666666666667,1,2,12,0,0,1,0,0,15,2,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.744,18.244,4,130.0,W,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,8.1,1,2,13,0,0,1,0,15,15,2,1,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.013,18.626,4,120.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,8.683333333333334,1,2,14,0,0,1,0,30,15,2,1,2,8,6,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.667,7.112,3,128.0,W,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,9.183333333333334,1,2,15,0,0,1,0,30,30,2,1,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.399,2.237,1,130.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,9.616666666666667,1,2,16,0,0,1,0,30,40,2,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4.307,2,97.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,10.333333333333334,1,2,17,0,0,1,0,40,40,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.245,5.499,1,124.0,BC,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,10.75,1,2,18,0,0,1,0,40,AD,2,1,2,9,9,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.194,16.594,3,116.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,11.4,1,3,19,0,0,1,1,0,0,1,1,1,10,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,1.073,1,126.0,C,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,11.783333333333333,1,3,20,0,0,1,1,15,0,1,1,1,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.088,34.756,5,127.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,12.283333333333333,1,3,21,0,0,1,1,30,0,1,1,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,10.818,2,114.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,12.733333333333333,1,3,22,0,0,1,1,30,15,1,1,1,12,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.166,32.944,9,127.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,13.433333333333334,1,3,23,0,0,1,1,40,15,1,2,1,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782,4.479,1,103.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,15.516666666666667,1,4,24,0,0,2,1,0,0,2,2,2,13,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.601,13.713,3,107.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,16.25,1,4,25,0,0,2,1,0,15,2,1,2,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.925,13.976,3,111.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,16.783333333333335,1,4,26,0,0,2,1,0,30,2,1,2,13,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,1.067,1,125.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,17.133333333333333,1,4,27,0,0,2,1,0,40,2,1,2,13,14,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.027,7.402,3,126.0,W,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,17.816666666666666,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,18.416666666666668,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,18.833333333333332,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,19.333333333333332,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,20.05,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,20.916666666666668,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,21.45,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,22.316666666666666,1,5,35,0,0,2,2,AD,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,24.366666666666667,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,24.883333333333333,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,26.083333333333332,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,26.5,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,26.933333333333334,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,27.7,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,28.616666666666667,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,29.1,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,29.533333333333335,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,30.283333333333335,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,32.56666666666667,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,32.95,1,8,47,0,0,4,3,0,15,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,W,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,33.55,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,33.96666666666667,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,34.766666666666666,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,36.03333333333333,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,37.3,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,37.733333333333334,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,38.43333333333333,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,38.9,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,39.483333333333334,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,40.016666666666666,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,40.55,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,41.38333333333333,1,9,59,0,0,5,3,AD,40,1,2,2,31,28,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,42.516666666666666,1,9,60,0,0,5,3,40,40,1,1,2,31,29,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,43.3,1,9,61,0,0,5,3,40,AD,1,1,1,32,29,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,43.983333333333334,1,9,62,0,0,5,3,40,40,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,44.483333333333334,1,9,63,0,0,5,3,AD,40,1,1,1,34,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,47.06666666666667,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,47.45,2,1,65,1,0,0,0,0,15,2,1,2,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,47.86666666666667,2,1,66,1,0,0,0,0,30,2,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,48.28333333333333,2,1,67,1,0,0,0,0,40,2,1,2,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122.0,C,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,49.28333333333333,2,2,68,1,0,0,1,0,0,1,1,1,35,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,49.63333333333333,2,2,69,1,0,0,1,15,0,1,2,1,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102.0,BW,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,50.233333333333334,2,2,70,1,0,0,1,30,0,1,2,2,36,34,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,51.166666666666664,2,2,71,1,0,0,1,30,15,1,1,2,36,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,51.9,2,2,72,1,0,0,1,30,30,1,1,1,37,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126.0,C,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,52.35,2,2,73,1,0,0,1,40,30,1,2,2,37,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,53.1,2,2,74,1,0,0,1,40,40,1,2,2,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2,105.0,BC,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,54.18333333333333,2,2,75,1,0,0,1,40,AD,1,1,2,37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2,129.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,54.93333333333333,2,3,76,1,0,0,2,0,0,2,1,2,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,55.333333333333336,2,3,77,1,0,0,2,0,15,2,1,2,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,55.833333333333336,2,3,78,1,0,0,2,0,30,2,1,2,37,41,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,57.13333333333333,2,3,79,1,0,0,2,0,40,2,2,2,37,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,59.36666666666667,2,4,80,1,0,0,3,0,0,1,2,2,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,106.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,60.28333333333333,2,4,81,1,0,0,3,0,15,1,1,1,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1,111.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,60.68333333333333,2,4,82,1,0,0,3,15,15,1,1,1,39,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.939,1,110.0,W,CTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,61.35,2,4,83,1,0,0,3,30,15,1,1,2,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8,119.0,C,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,62.083333333333336,2,4,84,1,0,0,3,30,30,1,2,2,39,45,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.977,15.558,4,95.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,62.9,2,4,85,1,0,0,3,30,40,1,2,1,40,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.419,12.316,3,95.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,63.833333333333336,2,4,86,1,0,0,3,40,40,1,1,1,41,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.306,18.004,3,102.0,BW,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,64.35,2,4,87,1,0,0,3,AD,40,1,2,1,42,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.74,38.948,11,120.0,B,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,65.63333333333334,2,5,88,1,0,1,3,0,0,2,1,2,42,46,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.199,15.177,5,113.0,W,CTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,66.26666666666667,2,5,89,1,0,1,3,0,15,2,1,2,42,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.273,7.428,1,128.0,W,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,66.76666666666667,2,5,90,1,0,1,3,0,30,2,2,1,43,47,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.467,16.135,6,111.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,67.7,2,5,91,1,0,1,3,15,30,2,1,1,44,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.689,27.317,8,131.0,BW,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,68.43333333333334,2,5,92,1,0,1,3,30,30,2,1,1,45,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39.829,32.608,10,134.0,C,NCTL,D
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,69.31666666666666,2,5,93,1,0,1,3,40,30,2,1,2,45,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,30.783,24.947,5,123.0,B,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,70.4,2,5,94,1,0,1,3,40,40,2,2,1,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.903,38.624,10,107.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,71.5,2,5,95,1,0,1,3,AD,40,2,1,2,46,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,26.961,12.75,3,118.0,W,CTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,72.13333333333334,2,5,96,1,0,1,3,40,40,2,1,2,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.211,4.663,1,131.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,72.61666666666666,2,5,97,1,0,1,3,40,AD,2,1,2,46,51,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.629,16.426,5,129.0,BW,NCTL,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,74.8,2,6,98,1,0,1,4,0,0,1,2,2,46,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.367,14.617,2,115.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,75.45,2,6,99,1,0,1,4,0,15,1,1,1,47,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,6.076,1,109.0,C,NCTL,ND
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,75.91666666666667,2,6,100,1,0,1,4,15,15,1,2,2,47,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.607,6.246,2,91.0,C,NCTL,ND
